season,round,pick,team,name,position,college,conference,day_of_birth,age,top_executive,link_ras,RAS,AllTime
2022,7,241,PIT,Chris Oladokun,QB,South Dakota State,MVFC,1997-09-03,24.99,Kevin Colbert,http://RAS.football/ras-information/?PlayerID=21368,7.34,7.34
2022,7,242,CAR,Kalon Barnes,CB,Baylor,Big 12,1998-12-16,23.71,Scott Fitterer,http://RAS.football/ras-information/?PlayerID=21432,6.31,6.31
2022,7,243,KC,Jaylen Watson,CB,Washington State,Pac-12,1998-09-17,23.96,Brett Veach,http://RAS.football/ras-information/?PlayerID=21050,9.22,9.22
2022,7,244,ARI,Christian Matthew,CB,Valdosta State,Gulf South,1996-10-26,25.85,Steve Keim,http://RAS.football/ras-information/?PlayerID=22459,8.5,8.5
2022,7,245,NE,Andrew Stueber,OG,Michigan,Big Ten,1999-07-01,23.17,Bill Belichick,http://RAS.football/ras-information/?PlayerID=21101,5.08,5.08
2022,7,246,CLE,Dawson Deaton,C,Texas Tech,Big 12,1999-05-06,23.32,Andrew Berry,http://RAS.football/ras-information/?PlayerID=21188,9.68,9.68
2022,7,247,MIA,Skylar Thompson,QB,Kansas State,Big 12,1997-06-04,25.24,Chris Grier,http://RAS.football/ras-information/?PlayerID=21226,7.14,7.14
2022,7,248,TB,Andre Anthony,DE,LSU,SEC,1996-11-21,25.78,Jason Licht,http://RAS.football/ras-information/?PlayerID=21295,5.91,5.91
2022,7,249,GB,Rasheed Walker,OT,Penn State,Big Ten,2000-02-13,22.55,Brian Gutekunst,http://RAS.football/ras-information/?PlayerID=21417,NA,NA
2022,7,250,LV,Brittain Brown,RB,UCLA,Pac-12,1997-10-10,24.89,Dave Ziegler,http://RAS.football/ras-information/?PlayerID=21388,4.81,4.81
2022,7,251,KC,Isaih Pacheco,RB,Rutgers,Big Ten,1999-03-02,23.5,Brett Veach,http://RAS.football/ras-information/?PlayerID=21025,8.86,8.86
2022,7,252,CIN,Jeffrey Gunter,DE,Coastal Carolina,Sun Belt,1999-05-31,23.26,Duke Tobin,http://RAS.football/ras-information/?PlayerID=21174,9.75,9.75
2022,7,253,LA,Russ Yeast,S,Kansas State,Big 12,1999-05-08,23.32,Les Snead,http://RAS.football/ras-information/?PlayerID=21623,5.48,5.48
2022,7,254,CHI,Elijah Hicks,S,California,Pac-12,1999-10-16,22.88,Ryan Poles,http://RAS.football/ras-information/?PlayerID=21633,NA,NA
2022,7,255,CHI,Trenton Gill,P,NC State,ACC,NA,NA,Ryan Poles,http://RAS.football/ras-information/?PlayerID=21653,NA,NA
2022,7,256,ARI,Jesse Luketa,LB,Penn State,Big Ten,1999-01-15,23.63,Steve Keim,http://RAS.football/ras-information/?PlayerID=21088,5.68,5.68
2022,7,257,ARI,Marquis Hayes,OG,Oklahoma,Big 12,1999-02-14,23.55,Steve Keim,http://RAS.football/ras-information/?PlayerID=21104,6.39,6.39
2022,7,258,GB,Samori Toure,WR,Nebraska,Big Ten,1998-03-24,24.44,Brian Gutekunst,http://RAS.football/ras-information/?PlayerID=21626,6.16,6.16
2022,7,259,KC,Nazeeh Johnson,S,Marshall,C-USA,1998-07-17,24.13,Brett Veach,http://RAS.football/ras-information/?PlayerID=22352,9.08,9.08
2022,7,260,LAC,Zander Horvath,FB,Purdue,Big Ten,1998-12-10,23.73,Tom Telesco,http://RAS.football/ras-information/?PlayerID=21191,9.83,9.83
2022,7,261,LA,A.J. Arcuri,OT,Michigan State,Big Ten,1997-08-13,25.05,Les Snead,http://RAS.football/ras-information/?PlayerID=21489,6.99,6.99
2022,7,262,SF,Brock Purdy,QB,Iowa State,Big 12,1999-12-27,22.68,John Lynch,http://RAS.football/ras-information/?PlayerID=21359,4.52,4.52
